source	target	score	evalue
BAQ00846.1	AFS33314.1	47.8	8e-08
BAQ00846.1	BAQ01494.1	47.0	1e-07
BAQ00846.1	BAQ01702.1	32.0	0.007
BAQ00858.1	ACA24776.1	785	0.0
BAQ00858.1	WP_016238111	93.6	9e-23
BAQ00858.1	BAQ01743.1	50.4	1e-08
BAQ00858.1	AAK64372.1	36.6	3e-04
BAQ00858.1	BAQ01293.1	36.2	4e-04
BAQ00858.1	ABI55342.1	33.1	0.003
BAQ00858.1	BAQ02116.1	30.4	0.027
BAQ00879.1	BAQ02224.1	126	4e-34
BAQ00879.1	BAQ02068.1	126	4e-34
BAQ00879.1	ABG81806.1	126	4e-34
BAQ00879.1	AJR19430.1	103	8e-27
BAQ00879.1	BAH24292.1	101	2e-25
BAQ00879.1	AAD44158.1	97.8	3e-24
BAQ00879.1	AFC91570.1	63.2	9e-13
BAQ00879.1	AAO39700.1	63.2	9e-13
BAQ00879.1	AFC91514.1	63.2	9e-13
BAQ00879.1	AAR97964.1	62.4	2e-12
BAQ00879.1	AFC91472.1	61.6	3e-12
BAQ00879.1	BAQ01843.1	43.1	2e-06
ACD37117.1	ACD37111.1	769	0.0
ACD37117.1	BAQ02088.1	36.2	4e-04
BAQ00957.1	BAQ01687.1	748	0.0
BAQ00957.1	BAQ01812.1	92.4	1e-22
BAQ00957.1	BAQ01266.1	45.4	3e-07
BAQ00957.1	AIG62747.1	32.0	0.007
BAQ00957.1	BAK68980.1	30.4	0.022
BAQ00957.1	EKI39969.1	30.4	0.025
BAQ00975.1	BAQ01494.1	79.7	3e-18
BAQ00975.1	AFS33314.1	79.7	3e-18
BAQ00975.1	ACD37006.1	79.0	3e-18
BAQ00975.1	ACD37014.1	79.0	3e-18
BAQ00975.1	ACD37157.1	70.1	4e-15
BAQ00975.1	BAQ01702.1	45.8	3e-07
BAQ00975.1	BAQ01894.1	32.7	0.004
BAQ00975.1	AAY28249.1	30.4	0.020
BAQ00994.1	ADC54974.1	104	5e-27
BAQ00994.1	CAN87666.1	91.3	3e-22
BAQ00994.1	BAQ01917.1	60.8	4e-12
BAQ00994.1	BAQ01533.1	50.1	2e-08
BAQ00994.1	BAQ01878.1	30.4	0.027
ACD75809.1	BAQ01012.1	631	0.0
ACD75809.1	ADC54929.1	42.0	4e-06
ACD75809.1	ADN43894.1	38.1	6e-05
ACD75809.1	BAQ01024.1	37.4	1e-04
ACD75809.1	BAQ01293.1	35.0	7e-04
ACD75809.1	AAT85653.1	34.7	0.001
ACD75809.1	BAQ01860.1	33.5	0.002
ACD75809.1	AAL27339.1	33.1	0.003
ACD75809.1	BAL03056.1	33.1	0.003
ACD75809.1	ADC54967.1	31.2	0.010
ACD75809.1	WP_000456161.1	31.2	0.010
ACD75809.1	WP_046788607.1	31.2	0.011
ACD75809.1	ABI98976.1	30.8	0.013
BAQ01024.1	AQU71752.1	204	5e-65
BAQ01024.1	BAQ00622.1	191	6e-60
BAQ01024.1	AQU71805.1	186	3e-58
BAQ01024.1	AAS98031.1	56.6	7e-11
BAQ01024.1	BAQ02116.1	55.8	1e-10
BAQ01024.1	ACA24829.1	53.5	8e-10
BAQ01024.1	AAK64372.1	53.5	8e-10
BAQ01024.1	ADC54929.1	49.3	2e-08
BAQ01024.1	ACV67297.1	48.1	5e-08
BAQ01024.1	ADC54967.1	43.9	1e-06
BAQ01024.1	BAQ01012.1	37.4	1e-04
BAQ01024.1	BAQ01293.1	37.4	1e-04
BAQ01024.1	ACD37146.1	35.8	3e-04
BAQ01024.1	ACD37105.1	35.8	4e-04
BAQ01024.1	ACD37138.1	35.8	4e-04
BAQ01024.1	BAL03056.1	35.0	8e-04
BAQ01024.1	AAL27339.1	35.0	8e-04
BAQ01024.1	BAQ01860.1	35.0	8e-04
BAQ01024.1	ACA24840.1	33.5	0.002
BAQ01024.1	WP_024244058.1	32.3	0.005
BAQ01024.1	AAO37701.1	32.3	0.005
BAQ01024.1	AAT85653.1	32.0	0.006
BAQ01024.1	ADQ37335.1	32.0	0.006
BAQ01024.1	ADQ37322.1	31.6	0.010
BAQ01024.1	AQU71717.1	30.4	0.019
BAQ01024.1	AQU71788.1	30.4	0.020
ABZ79721.1	ABB65530.1	846	0.0
BAQ02116.1	AAK64372.1	75.9	4e-17
BAQ02116.1	BAL03056.1	54.7	4e-10
BAQ02116.1	AAL27339.1	54.3	5e-10
BAQ02116.1	BAQ01860.1	53.1	1e-09
BAQ02116.1	AQU71788.1	46.2	2e-07
BAQ02116.1	ADQ37322.1	45.1	4e-07
BAQ02116.1	ADQ37335.1	45.1	5e-07
BAQ02116.1	AQU71805.1	42.0	4e-06
BAQ02116.1	ACD37105.1	38.1	8e-05
BAQ02116.1	ACD37146.1	38.1	8e-05
BAQ02116.1	ACD37138.1	38.1	8e-05
BAQ02116.1	ADN43894.1	37.4	1e-04
BAQ02116.1	ACA24840.1	34.3	0.001
BAQ02116.1	ABB29916.1	33.9	0.002
BAQ02116.1	BAQ01169.1	33.5	0.003
BAQ02116.1	WP_024244058.1	33.1	0.003
BAQ02116.1	AAO37701.1	33.1	0.003
BAQ02116.1	BAQ01716.1	33.1	0.003
BAQ02116.1	ACA24811.1	33.1	0.003
BAQ02116.1	ACA24821.1	32.3	0.005
ABB29916.1	AAK64372.1	48.9	3e-08
ABB29916.1	ADN43894.1	45.8	3e-07
ABB29916.1	ACA24792.1	45.8	3e-07
ABB29916.1	ACA24803.1	45.1	5e-07
ABB29916.1	AAM27879	44.3	9e-07
ABB29916.1	ACA24840.1	40.8	1e-05
ABB29916.1	AAL27339.1	34.3	0.001
ABB29916.1	BAL03056.1	34.3	0.001
ABB29916.1	ADC54967.1	33.9	0.001
ABB29916.1	BAQ01293.1	33.5	0.002
ABB29916.1	ADQ37322.1	33.5	0.002
ABB29916.1	ADQ37335.1	33.5	0.003
ABB29916.1	ABI98976.1	32.7	0.004
ABB29916.1	WP_046788607.1	32.0	0.007
ABB29916.1	WP_000456161.1	31.2	0.012
ABB29916.1	AAT85653.1	31.2	0.012
ABB29916.1	BAQ01860.1	30.4	0.018
ACA24882.1	ACA24868.1	874	0.0
AAV74376.1	BAQ01843.1	51.6	5e-09
AAV74376.1	ADB02825.1	36.2	4e-04
AAV74376.1	AAT28922.1	33.5	0.002
AAV74376.1	AAR24270.1	32.3	0.006
ADJ19217.1	WP_000905563.1	31.2	0.014
ADJ19217.1	AAL27327.1	30.8	0.016
BAQ01114.1	BAQ00569.1	31.2	0.016
BAQ01169.1	ACA24803.1	133	1e-37
BAQ01169.1	ACA24792.1	132	3e-37
BAQ01169.1	ABI98966.1	45.1	5e-07
BAQ01169.1	AAV41072.1	45.1	6e-07
BAQ01169.1	AAM27879	44.3	8e-07
BAQ01169.1	AAL27339.1	32.0	0.007
BAQ01169.1	BAL03056.1	32.0	0.007
CBN82200.1	ADI77033.1	141	1e-39
CBN82200.1	AFN02899.1	47.8	9e-08
AFE83402.1	WP_001300154	680	0.0
ADI77033.1	BAQ00569.1	51.2	8e-09
ADI77033.1	AAT77177.1	45.1	6e-07
ADI77033.1	AFN02899.1	33.5	0.003
BAQ01207.1	AAY28249.1	34.7	0.001
ADC54967.1	AQU71752.1	70.5	2e-15
ADC54967.1	BAQ00622.1	61.6	2e-12
ADC54967.1	AQU71788.1	55.1	3e-10
ADC54967.1	AQU71805.1	48.9	3e-08
ADC54967.1	BAQ01860.1	38.9	4e-05
ADC54967.1	ACD37146.1	38.5	5e-05
ADC54967.1	ACD37138.1	38.5	5e-05
ADC54967.1	ACD37105.1	37.4	1e-04
ADC54967.1	AAL27339.1	36.6	2e-04
ADC54967.1	BAL03056.1	36.6	2e-04
ADC54967.1	AAK64372.1	35.0	7e-04
ADC54967.1	AAS98031.1	33.9	0.002
ADC54967.1	ACA24840.1	32.7	0.004
ADC54967.1	WP_000456161.1	32.3	0.005
ADC54967.1	ABI98976.1	32.3	0.006
ADC54967.1	WP_046788607.1	32.3	0.006
ADC54967.1	ACA24829.1	32.0	0.006
ADC54967.1	AAV74550.1	31.6	0.008
ADC54967.1	BAQ01012.1	30.8	0.014
ADC54967.1	AAT85653.1	30.8	0.018
BAQ01218.1	AAZ91245.1	30.8	0.023
ACV67297.1	BAQ01293.1	53.1	1e-09
ACV67297.1	WP_046788607.1	53.1	1e-09
ACV67297.1	WP_000456161.1	52.4	3e-09
ACV67297.1	ABI98976.1	52.0	3e-09
ACV67297.1	WP_024244058.1	49.7	2e-08
ACV67297.1	AAO37701.1	49.7	2e-08
ACV67297.1	AAK64372.1	49.7	2e-08
ACV67297.1	ACA24840.1	48.5	4e-08
ACV67297.1	AAL27339.1	44.7	6e-07
ACV67297.1	BAL03056.1	43.5	2e-06
ACV67297.1	BAQ01860.1	41.6	6e-06
ACV67297.1	ADN43894.1	38.1	7e-05
ACV67297.1	ADC54929.1	37.7	1e-04
ACV67297.1	AQU71752.1	37.4	1e-04
ACV67297.1	AQU71805.1	37.4	2e-04
ACV67297.1	ACA24821.1	36.6	3e-04
ACV67297.1	ACA24811.1	36.2	3e-04
ACV67297.1	BAQ01563.1	32.7	0.005
ACV67297.1	ACD37105.1	32.3	0.006
ACV67297.1	AQU71788.1	32.0	0.007
ACV67297.1	ACD37146.1	30.8	0.016
ACA24739.1	AAL27327.1	699	0.0
ACA24739.1	AJE24464.1	32.7	0.004
BAQ01238.1	AAK60458.1	54.3	7e-10
BAQ01238.1	BAQ01793.1	45.1	6e-07
BAQ01238.1	ADC54974.1	35.0	0.001
BAQ01238.1	ACD37051.1	33.1	0.004
WP_016238111	ACA24776.1	89.4	3e-21
WP_016238111	ACA24829.1	32.0	0.009
WP_016238111	AAS98031.1	30.8	0.021
BAQ01266.1	BAQ01687.1	45.4	3e-07
BAQ01266.1	BAQ01812.1	44.7	6e-07
BAQ01266.1	AIG62747.1	33.5	0.002
BAQ01277.1	ACD37051.1	268	2e-88
BAQ01277.1	ADJ19203.1	33.9	0.002
BAQ01293.1	ABK27355.1	48.5	4e-08
BAQ01293.1	ADN43894.1	48.1	6e-08
BAQ01293.1	ACA24840.1	47.4	9e-08
BAQ01293.1	ABK27350.1	47.4	1e-07
BAQ01293.1	ABK27354.1	47.0	1e-07
BAQ01293.1	BAI31288.1	47.0	1e-07
BAQ01293.1	ABK27351.1	47.0	1e-07
BAQ01293.1	ABK27321.1	45.1	6e-07
BAQ01293.1	ABK27352.1	45.1	6e-07
BAQ01293.1	ACD37105.1	42.7	3e-06
BAQ01293.1	ACD37138.1	41.2	9e-06
BAQ01293.1	ACD37146.1	41.2	9e-06
BAQ01293.1	AAT85653.1	38.9	6e-05
BAQ01293.1	BAQ01563.1	38.5	7e-05
BAQ01293.1	ACA24901.1	38.1	9e-05
BAQ01293.1	ABI98976.1	37.7	1e-04
BAQ01293.1	BAQ01012.1	37.4	1e-04
BAQ01293.1	AAM27879	37.0	2e-04
BAQ01293.1	ADQ37322.1	36.6	3e-04
BAQ01293.1	ADQ37335.1	36.6	3e-04
BAQ01293.1	WP_046788607.1	36.2	3e-04
BAQ01293.1	WP_000456161.1	36.2	4e-04
BAQ01293.1	AAN60459.1	35.0	9e-04
BAQ01293.1	WP_024244058.1	33.9	0.002
BAQ01293.1	AAO37701.1	33.9	0.002
BAQ01293.1	ACA24776.1	33.5	0.002
BAQ01293.1	BAQ00622.1	31.2	0.012
ADC54974.1	CAN87666.1	95.1	1e-23
ADC54974.1	BAQ01917.1	69.7	5e-15
ADC54974.1	BAQ01533.1	45.8	3e-07
ADC54974.1	BAQ01793.1	38.9	4e-05
ADC54974.1	BAQ01878.1	33.5	0.002
ACA24901.1	ABI98976.1	59.3	1e-11
ACA24901.1	AAT85653.1	56.6	1e-10
ACA24901.1	WP_046788607.1	56.6	1e-10
ACA24901.1	WP_000456161.1	56.2	1e-10
ACA24901.1	BAQ01563.1	48.5	5e-08
ACA24901.1	ACH97152.1	43.9	1e-06
ACA24901.1	ACA24840.1	43.5	2e-06
ACA24901.1	AQU71788.1	40.4	2e-05
ACA24901.1	AAM27879	39.3	4e-05
ACA24901.1	ABK27355.1	37.7	1e-04
ACA24901.1	ABK27351.1	36.6	3e-04
ACA24901.1	ABK27350.1	36.6	3e-04
ACA24901.1	BAI31288.1	36.6	3e-04
ACA24901.1	ABK27354.1	36.2	4e-04
ACA24901.1	AQU71752.1	34.3	0.002
ACA24901.1	ABK27352.1	33.9	0.002
ACA24901.1	ABK27321.1	33.9	0.002
ACA24901.1	AAL27339.1	33.1	0.004
ACA24901.1	AAK64372.1	32.3	0.007
ACA24901.1	BAQ00622.1	32.0	0.009
ACA24901.1	BAL03056.1	30.8	0.017
BAQ01361.1	AAR90892.1	750	0.0
BAQ01361.1	CAS09721.1	750	0.0
AAK60458.1	BAQ01793.1	41.6	9e-06
BAQ01386.1	ACA24912.1	104	9e-26
BAQ01386.1	BAQ02015.1	33.9	0.003
BAQ01456.1	AAZ85713.1	43.5	2e-06
AAK64372.1	ADN43894.1	75.5	6e-17
AAK64372.1	ADQ37322.1	73.2	4e-16
AAK64372.1	ADQ37335.1	72.8	4e-16
AAK64372.1	ACA24821.1	70.5	2e-15
AAK64372.1	ACA24811.1	70.1	3e-15
AAK64372.1	ACD37138.1	47.8	7e-08
AAK64372.1	ACD37146.1	47.8	8e-08
AAK64372.1	ACD37105.1	47.8	8e-08
AAK64372.1	WP_024244058.1	45.4	3e-07
AAK64372.1	AAO37701.1	45.4	3e-07
AAK64372.1	AAL27339.1	40.8	1e-05
AAK64372.1	BAL03056.1	40.0	2e-05
AAK64372.1	AAV41072.1	38.1	9e-05
AAK64372.1	BAQ01860.1	37.7	1e-04
AAK64372.1	ABI98966.1	37.4	1e-04
AAK64372.1	AAS98031.1	37.4	1e-04
AAK64372.1	AAM27879	36.6	2e-04
AAK64372.1	ACA24829.1	36.2	4e-04
AAK64372.1	ABK27354.1	36.2	4e-04
AAK64372.1	ACA24776.1	35.8	4e-04
AAK64372.1	ABK27352.1	35.0	8e-04
AAK64372.1	ABK27355.1	35.0	8e-04
AAK64372.1	ABK27321.1	35.0	9e-04
AAK64372.1	ABK27350.1	34.7	0.001
AAK64372.1	BAI31288.1	34.7	0.001
AAK64372.1	ABK27351.1	34.7	0.001
AAK64372.1	AQU71805.1	34.3	0.001
AAK64372.1	AAT85653.1	32.7	0.004
AAK64372.1	ACA24840.1	30.4	0.020
ACA24829.1	AAS98031.1	647	0.0
ACA24829.1	AQU71805.1	64.3	2e-13
ACA24829.1	BAQ00622.1	59.7	8e-12
ACA24829.1	AQU71752.1	57.4	4e-11
ACA24829.1	ADC54929.1	49.7	1e-08
ACA24829.1	ADC54957.1	39.3	3e-05
ACA24829.1	ADN43894.1	35.4	5e-04
ACA24829.1	ADQ37335.1	35.0	7e-04
ACA24829.1	ADQ37322.1	35.0	7e-04
ACA24829.1	AQU71788.1	32.3	0.004
ACA24829.1	BAQ01012.1	31.2	0.011
ACH97132.1	ACH97143.1	854	0.0
ACH97132.1	ABE98413.1	853	0.0
ACH97132.1	WP_000864940	63.5	1e-12
ACH97132.1	CAD19991.1	63.5	1e-12
ACH97132.1	ADT75640.1	62.8	2e-12
ACH97132.1	BAQ02048.1	45.4	6e-07
ACH97132.1	AAM27546	33.5	0.003
BAQ01533.1	CAN87666.1	38.9	5e-05
BAQ01533.1	BAQ01878.1	34.7	0.001
ACD37086.1	ACD37078.1	760	0.0
ACD37086.1	BAQ01999.1	105	6e-27
ACD37086.1	AAD50486.1	43.1	2e-06
ACD37014.1	ACD37006.1	711	0.0
ACD37014.1	BAQ01494.1	72.8	5e-16
ACD37014.1	AFS33314.1	72.4	6e-16
ACD37014.1	ACD37157.1	71.6	1e-15
ACD37014.1	BAQ01702.1	34.7	0.001
AAD50486.1	ACD37078.1	46.2	2e-07
AAD50486.1	BAQ01999.1	34.7	0.001
AAT77177.1	BAQ00569.1	169	1e-49
AAT77177.1	AFN02899.1	80.5	3e-18
BAQ01563.1	ABI98976.1	69.7	6e-15
BAQ01563.1	WP_046788607.1	68.6	1e-14
BAQ01563.1	WP_000456161.1	66.6	5e-14
BAQ01563.1	AAT85653.1	66.6	6e-14
BAQ01563.1	AAM27879	35.8	5e-04
BAQ01563.1	ACH97152.1	33.5	0.003
BAQ01563.1	AQU71788.1	32.7	0.004
BAQ01563.1	ACA24811.1	31.2	0.013
BAQ01563.1	ACA24821.1	30.8	0.016
ADQ37335.1	ADQ37322.1	716	0.0
ADQ37335.1	ADN43894.1	168	7e-51
ADQ37335.1	ACA24811.1	167	3e-50
ADQ37335.1	ACA24821.1	166	5e-50
ADQ37335.1	ACD37138.1	53.9	7e-10
ADQ37335.1	ACD37105.1	53.1	1e-09
ADQ37335.1	ACD37146.1	52.8	2e-09
ADQ37335.1	AQU71788.1	48.9	3e-08
ADQ37335.1	ACA24840.1	43.5	1e-06
ADQ37335.1	AQU71805.1	42.4	3e-06
ADQ37335.1	WP_024244058.1	41.6	6e-06
ADQ37335.1	AAO37701.1	41.6	6e-06
ADQ37335.1	ADC54929.1	38.9	4e-05
ADQ37335.1	WP_000456161.1	33.5	0.003
ADQ37335.1	WP_046788607.1	33.1	0.003
ADQ37335.1	ABI98976.1	32.7	0.004
ADQ37335.1	BAL03056.1	32.3	0.005
ADQ37335.1	AQU71717.1	31.6	0.008
ADQ37335.1	AQU71739.1	31.6	0.009
ADQ37335.1	AAT85653.1	31.6	0.010
ADQ37335.1	AAL27339.1	31.2	0.012
ADQ37335.1	AQU71752.1	30.4	0.024
BAQ01584.1	BAQ01641.1	95.5	3e-23
BAQ01584.1	ABI55342.1	48.5	5e-08
BAQ01584.1	BAQ01743.1	39.3	5e-05
ABG81806.1	BAQ02224.1	829	0.0
ABG81806.1	BAQ02068.1	829	0.0
ABG81806.1	AJR19430.1	634	0.0
ABG81806.1	AFC91570.1	73.9	3e-16
ABG81806.1	AAO39700.1	73.9	3e-16
ABG81806.1	AFC91514.1	73.9	3e-16
ABG81806.1	AFC91472.1	73.9	3e-16
ABG81806.1	AAR97964.1	73.2	6e-16
ABG81806.1	AAD44158.1	62.4	2e-12
ABG81806.1	BAH24292.1	62.4	2e-12
ABG81806.1	AAR24270.1	40.4	2e-05
ABG81806.1	AAT28922.1	33.5	0.003
ABG81806.1	BAQ01843.1	32.7	0.005
BAQ02068.1	BAQ02224.1	829	0.0
BAQ02068.1	AJR19430.1	634	0.0
BAQ02068.1	AFC91570.1	73.9	3e-16
BAQ02068.1	AAO39700.1	73.9	3e-16
BAQ02068.1	AFC91514.1	73.9	3e-16
BAQ02068.1	AFC91472.1	73.9	3e-16
BAQ02068.1	AAR97964.1	73.2	6e-16
BAQ02068.1	AAD44158.1	62.4	2e-12
BAQ02068.1	BAH24292.1	62.4	2e-12
BAQ02068.1	AAR24270.1	40.4	2e-05
BAQ02068.1	AAT28922.1	33.5	0.003
BAQ02068.1	BAQ01843.1	32.7	0.005
ACD37138.1	ACD37146.1	704	0.0
ACD37138.1	ACD37105.1	696	0.0
ACD37138.1	ADN43894.1	57.0	6e-11
ACD37138.1	ADQ37322.1	47.0	1e-07
ACD37138.1	AQU71805.1	38.5	6e-05
ACD37138.1	ACA24821.1	37.7	1e-04
ACD37138.1	ACA24811.1	37.0	2e-04
ACD37138.1	AQU71752.1	33.5	0.002
ACD37138.1	ABK27355.1	32.7	0.004
ACD37138.1	ABK27350.1	32.7	0.004
ACD37138.1	BAI31288.1	32.7	0.004
ACD37138.1	ABK27351.1	32.7	0.004
ACD37138.1	ABK27354.1	32.3	0.006
ACD37138.1	ABI98966.1	32.3	0.006
ACD37138.1	ABK27321.1	31.6	0.009
ACD37138.1	ABK27352.1	31.6	0.009
ACD37138.1	AAV41072.1	31.6	0.010
ACD37138.1	BAQ00622.1	31.6	0.011
ACD37138.1	ACA24840.1	31.2	0.011
ACD37146.1	ACD37105.1	698	0.0
ACD37146.1	ADN43894.1	57.4	6e-11
ACD37146.1	ADQ37322.1	45.8	3e-07
ACD37146.1	AQU71805.1	38.5	6e-05
ACD37146.1	ACA24821.1	37.7	1e-04
ACD37146.1	ACA24811.1	37.4	1e-04
ACD37146.1	AQU71752.1	33.5	0.002
ACD37146.1	ABK27350.1	32.7	0.004
ACD37146.1	ABK27355.1	32.7	0.004
ACD37146.1	BAI31288.1	32.7	0.004
ACD37146.1	ABK27351.1	32.7	0.004
ACD37146.1	ABK27354.1	32.3	0.006
ACD37146.1	ABI98966.1	32.0	0.007
ACD37146.1	ABK27321.1	31.6	0.009
ACD37146.1	ABK27352.1	31.6	0.010
ACD37146.1	AAV41072.1	31.6	0.010
ACD37146.1	ACA24840.1	31.2	0.012
ACD37146.1	BAQ00622.1	31.2	0.013
ACD37146.1	AAN60459.1	30.8	0.015
BAQ01598.1	WP_038349068.1	861	0.0
AAO37701.1	WP_024244058.1	685	0.0
AAO37701.1	ADN43894.1	42.7	3e-06
AAO37701.1	ADQ37322.1	37.7	1e-04
AAO37701.1	WP_046788607.1	35.8	4e-04
AAO37701.1	WP_000456161.1	35.4	5e-04
AAO37701.1	ABI98976.1	35.4	6e-04
AAO37701.1	ACA24811.1	34.3	0.001
AAO37701.1	ACD37105.1	33.9	0.002
AAO37701.1	ACA24821.1	33.9	0.002
AAO37701.1	ABK27321.1	32.0	0.007
AAO37701.1	ABK27352.1	32.0	0.007
AAO37701.1	ABK27355.1	31.6	0.010
AAO37701.1	AQU71752.1	31.6	0.010
AAO37701.1	BAI31288.1	31.2	0.013
AAO37701.1	ABK27350.1	31.2	0.013
AAO37701.1	ABK27351.1	30.8	0.015
AAO37701.1	ABK27354.1	30.8	0.018
ACD37157.1	BAQ01494.1	278	4e-93
ACD37157.1	AFS33314.1	276	1e-92
ACD37157.1	ACD37006.1	68.6	1e-14
ACD37157.1	BAQ02015.1	35.4	6e-04
ACD37157.1	BAQ01702.1	35.0	8e-04
ACD37157.1	AAY28249.1	32.0	0.007
BAQ01641.1	ABI55342.1	68.6	2e-14
BAQ01641.1	BAQ01743.1	47.4	1e-07
BAQ01659.1	BAQ02088.1	52.4	3e-09
BAQ01659.1	ACD37046.1	48.9	4e-08
BAQ01659.1	ACD37037.1	48.9	4e-08
BAQ01675.1	ACD37126.1	131	1e-36
BAQ01675.1	ABA42232.1	41.6	6e-06
BAQ01675.1	WP_000220864.1	40.0	2e-05
BAQ01702.1	AFS33314.1	36.6	3e-04
BAQ01702.1	BAQ01494.1	36.2	3e-04
BAQ01702.1	CAD19991.1	32.0	0.010
BAQ01702.1	WP_000864940	32.0	0.010
BAQ01702.1	ACD37006.1	31.6	0.010
BAQ01702.1	ADT75640.1	31.6	0.011
AAZ85713.1	AAM27615	284	1e-94
AAZ85713.1	AAM27645	100	4e-25
AAZ85713.1	AAM27766	100	5e-25
AAZ85713.1	AAY28257.1	58.9	2e-11
AAZ85713.1	AAM27782	52.0	4e-09
BAQ01716.1	ACH97152.1	43.9	1e-06
BAQ01716.1	ADN43894.1	32.7	0.004
BAQ01716.1	BAQ01743.1	31.6	0.010
BAQ01716.1	ABI55342.1	30.4	0.029
ABI98976.1	WP_046788607.1	682	0.0
ABI98976.1	WP_000456161.1	679	0.0
ABI98976.1	AAT85653.1	64.7	3e-13
ABI98976.1	ACA24840.1	57.0	8e-11
ABI98976.1	BAQ01860.1	47.4	9e-08
ABI98976.1	AAL27339.1	46.2	2e-07
ABI98976.1	BAL03056.1	46.2	2e-07
ABI98976.1	AQU71805.1	45.1	4e-07
ABI98976.1	AQU71788.1	40.8	1e-05
ABI98976.1	ACA24803.1	40.0	2e-05
ABI98976.1	ACA24792.1	40.0	2e-05
ABI98976.1	WP_024244058.1	39.3	3e-05
ABI98976.1	ACH97152.1	39.3	4e-05
ABI98976.1	ADN43894.1	37.4	2e-04
ABI98976.1	AAM27879	37.0	2e-04
ABI98976.1	AQU71752.1	36.6	3e-04
ABI98976.1	BAQ01012.1	33.1	0.003
ABI98976.1	BAI31288.1	32.7	0.004
ABI98976.1	ABK27350.1	32.7	0.004
ABI98976.1	ABK27352.1	32.7	0.004
ABI98976.1	ABK27351.1	32.7	0.004
ABI98976.1	ABK27321.1	32.7	0.004
ABI98976.1	ABK27355.1	32.7	0.004
ABI98976.1	BAQ01743.1	32.7	0.004
ABI98976.1	ABK27354.1	32.3	0.006
ABI98976.1	ACA24821.1	30.4	0.024
BAQ01732.1	BAQ00687.1	371	3e-129
BAQ01732.1	AAL27351.1	32.7	0.005
BAQ01732.1	ABA42232.1	32.3	0.007
BAQ01732.1	WP_000220864.1	32.0	0.009
ACA24764.1	ACA24754.1	692	0.0
ACA24764.1	BAQ02088.1	95.5	1e-23
ACA24764.1	ACD37037.1	33.5	0.002
ACA24764.1	ACD37046.1	33.5	0.002
ACA24764.1	WP_003022294	33.1	0.003
BAQ01743.1	ABI55342.1	92.0	2e-22
BAQ01743.1	BAQ01860.1	43.9	1e-06
BAQ01743.1	AAL27339.1	43.5	2e-06
BAQ01743.1	ACA24776.1	43.1	2e-06
BAQ01743.1	BAL03056.1	42.0	5e-06
BAQ01743.1	ADN43894.1	33.9	0.002
BAQ01743.1	WP_046788607.1	31.2	0.015
BAQ01743.1	WP_000456161.1	31.2	0.015
BAQ01743.1	AAV41072.1	30.8	0.018
BAQ01743.1	ABI98966.1	30.8	0.018
BAQ01743.1	ACA24803.1	30.4	0.025
BAQ01743.1	ACA24792.1	30.4	0.027
ABE98437.1	ABU80601.1	225	6e-72
ABE98437.1	ABI98986.1	225	7e-72
ABE98437.1	AAY28257.1	39.3	5e-05
ABE98437.1	AAM27766	30.4	0.025
ABE98437.1	AAM27645	30.4	0.026
ABI98986.1	ABU80601.1	771	0.0
ABI98966.1	AAV41072.1	683	0.0
ABI98966.1	ACA24792.1	35.8	5e-04
ABI98966.1	ACA24803.1	34.7	0.001
ABI98966.1	ACD37105.1	31.2	0.012
ACA24803.1	ACA24792.1	714	0.0
ACA24803.1	ACA24811.1	37.7	1e-04
ACA24803.1	AAV41072.1	37.7	1e-04
ACA24803.1	ACA24821.1	37.0	2e-04
ACA24803.1	WP_046788607.1	36.6	2e-04
ACA24803.1	WP_000456161.1	36.6	2e-04
ACA24803.1	BAQ01860.1	34.3	0.001
ACA24803.1	BAL03056.1	33.1	0.003
ACA24803.1	AAL27339.1	32.7	0.004
ACA24803.1	AAT85653.1	32.7	0.004
ACA24803.1	ADN43894.1	32.3	0.006
ACA24803.1	AQU71805.1	32.0	0.007
ACA24803.1	ACH97152.1	31.2	0.011
ACA24821.1	ACA24811.1	702	0.0
ACA24821.1	ADN43894.1	238	6e-78
ACA24821.1	ADQ37322.1	178	1e-54
ACA24821.1	ACD37105.1	48.9	3e-08
ACA24821.1	WP_046788607.1	46.2	2e-07
ACA24821.1	WP_000456161.1	45.8	3e-07
ACA24821.1	WP_024244058.1	43.9	1e-06
ACA24821.1	ACA24792.1	40.0	2e-05
ACA24821.1	AAL27339.1	40.0	2e-05
ACA24821.1	BAQ01860.1	39.7	3e-05
ACA24821.1	AQU71805.1	37.4	1e-04
ACA24821.1	ACA24840.1	37.4	1e-04
ACA24821.1	AAT85653.1	37.0	2e-04
ACA24821.1	BAL03056.1	35.8	4e-04
ACA24821.1	AAM27879	34.3	0.001
ACA24821.1	AQU71752.1	32.7	0.004
ACA24821.1	ACH97152.1	32.3	0.005
ACA24821.1	ABK27354.1	31.6	0.009
ACA24821.1	ABI55342.1	31.6	0.009
AJE24464.1	AAL27327.1	42.7	3e-06
BAQ01793.1	BAQ01878.1	111	3e-29
ADN43871.1	AAZ91245.1	34.3	0.002
BAQ01812.1	BAQ01687.1	110	5e-29
BAQ01843.1	AAR24270.1	42.4	5e-06
BAQ01843.1	AAT28922.1	39.7	3e-05
ADN43883.1	ACD37072.1	148	6e-42
ADN43883.1	AAM27766	32.0	0.011
ADN43883.1	AAM27645	32.0	0.011
